Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Product,Customer
Test Jira issue summary 2124,PROJ-4766,4766,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_295,2387,Reporter_193,3556,Creator_151,4411,2024-03-15,2024-02-09,2023-10-17,2023-06-20,FNB,Kilo03
Test Jira issue summary 8791,PROJ-4767,4767,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_153,2926,Reporter_29,3177,Creator_4,4873,2024-02-06,2023-01-04,2024-12-04,2024-03-05,FNC,Sierra01
Test Jira issue summary 225,PROJ-4768,4768,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_161,2631,Reporter_1,3687,Creator_162,4535,2024-05-14,2024-08-15,2023-07-10,2024-07-30,FNA,Victor04
Test Jira issue summary 9033,PROJ-4769,4769,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_283,2863,Reporter_73,3938,Creator_91,4986,2023-04-15,2024-07-24,2024-05-24,2023-07-12,FNB,Echo02
Test Jira issue summary 1815,PROJ-4770,4770,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_45,2225,Reporter_277,3269,Creator_264,4235,2023-09-04,2023-05-28,2024-06-02,2025-07-23,FNB,Papa01
Test Jira issue summary 1107,PROJ-4771,4771,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_287,2623,Reporter_206,3864,Creator_126,4769,2023-01-30,2025-02-21,2023-01-02,2024-08-08,FNC,Kilo04
Test Jira issue summary 125,PROJ-4772,4772,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_166,2194,Reporter_156,3683,Creator_116,4504,2023-03-07,2025-01-29,2025-06-10,2024-07-28,FNA,Sierra01
Test Jira issue summary 3247,PROJ-4773,4773,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_207,2808,Reporter_146,3243,Creator_28,4006,2024-03-27,2023-11-23,2025-04-02,2023-02-28,FNB,November01
Test Jira issue summary 2932,PROJ-4774,4774,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_108,2025,Reporter_52,3155,Creator_137,4123,2023-07-13,2023-04-27,2025-05-13,2023-03-26,FNC,November04
Test Jira issue summary 2972,PROJ-4775,4775,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_65,2963,Reporter_115,3188,Creator_162,4512,2024-09-02,2024-07-30,2025-06-25,2024-12-19,FNC,India02
Test Jira issue summary 2018,PROJ-4776,4776,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_267,2193,Reporter_226,3933,Creator_187,4394,2025-02-01,2024-07-06,2024-11-29,2023-09-25,FNB,India01
Test Jira issue summary 7416,PROJ-4777,4777,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_185,2018,Reporter_88,3198,Creator_33,4690,2025-03-22,2024-10-10,2024-02-08,2023-04-01,FNC,Alpha04
Test Jira issue summary 2416,PROJ-4778,4778,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_224,2854,Reporter_62,3074,Creator_293,4699,2024-05-01,2023-07-26,2025-04-15,2023-11-18,FNA,Uniform04
Test Jira issue summary 3097,PROJ-4779,4779,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_153,2536,Reporter_19,3544,Creator_13,4670,2024-06-05,2025-04-27,2024-02-23,2024-06-06,FNA,Foxtrot03
Test Jira issue summary 1610,PROJ-4780,4780,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_289,2558,Reporter_258,3706,Creator_296,4029,2023-12-08,2023-02-22,2024-05-16,2025-03-17,FNB,Mike02
Test Jira issue summary 718,PROJ-4781,4781,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_285,2710,Reporter_198,3917,Creator_254,4076,2023-01-07,2024-10-28,2023-08-28,2024-11-05,FNA,India04
Test Jira issue summary 3562,PROJ-4782,4782,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_186,2263,Reporter_79,3908,Creator_14,4919,2024-01-06,2023-11-28,2024-08-05,2023-09-06,FNA,Whiskey02
Test Jira issue summary 9209,PROJ-4783,4783,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_226,2514,Reporter_11,3092,Creator_264,4529,2024-05-25,2025-04-29,2023-11-12,2023-06-13,FNA,Papa03
Test Jira issue summary 6783,PROJ-4784,4784,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_200,2470,Reporter_144,3645,Creator_160,4185,2023-01-13,2023-08-10,2024-02-29,2023-04-29,FNB,Kilo03
Test Jira issue summary 1049,PROJ-4785,4785,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_11,2238,Reporter_244,3191,Creator_227,4460,2024-02-08,2023-04-24,2023-04-18,2024-10-11,FNA,Quebec01
Test Jira issue summary 9550,PROJ-4786,4786,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_277,2288,Reporter_85,3105,Creator_178,4502,2024-12-31,2023-02-04,2024-01-17,2023-12-25,FNC,Juliet03
Test Jira issue summary 8308,PROJ-4787,4787,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_3,2367,Reporter_27,3437,Creator_165,4784,2024-08-24,2023-10-04,2023-04-28,2023-06-19,FNA,Kilo03
Test Jira issue summary 7906,PROJ-4788,4788,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_278,2411,Reporter_278,3230,Creator_45,4301,2023-12-24,2023-05-08,2024-08-03,2024-08-27,FNA,Hotel04
Test Jira issue summary 9994,PROJ-4789,4789,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_62,2021,Reporter_3,3298,Creator_154,4111,2024-12-05,2024-04-10,2025-01-19,2025-03-26,FNA,Whiskey04
Test Jira issue summary 5579,PROJ-4790,4790,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_5,2866,Reporter_259,3950,Creator_286,4989,2023-07-24,2024-12-16,2024-06-06,2024-03-16,FNB,Victor04
Test Jira issue summary 1621,PROJ-4791,4791,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_9,2353,Reporter_243,3027,Creator_38,4018,2023-12-21,2023-10-27,2023-10-13,2024-04-13,FNB,Delta01
Test Jira issue summary 6549,PROJ-4792,4792,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_58,2541,Reporter_43,3313,Creator_104,4011,2024-11-29,2024-08-11,2023-11-16,2023-01-06,FNC,Oscar04
Test Jira issue summary 7382,PROJ-4793,4793,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_280,2558,Reporter_198,3526,Creator_155,4217,2023-03-19,2023-03-06,2025-01-30,2024-11-24,FNA,Yankee01
Test Jira issue summary 4781,PROJ-4794,4794,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_238,2419,Reporter_89,3663,Creator_81,4337,2024-08-31,2023-08-22,2023-02-11,2024-12-21,FNA,Charlie04
Test Jira issue summary 3793,PROJ-4795,4795,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_127,2314,Reporter_233,3362,Creator_179,4907,2023-10-02,2025-01-19,2024-12-14,2024-09-21,FNA,India01
Test Jira issue summary 2942,PROJ-4796,4796,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_237,2781,Reporter_293,3369,Creator_97,4305,2023-06-06,2024-09-15,2023-06-26,2023-04-05,FNA,Delta02
Test Jira issue summary 5696,PROJ-4797,4797,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_219,2328,Reporter_39,3089,Creator_30,4961,2024-09-30,2023-06-05,2025-04-24,2025-05-03,FNC,Delta01
Test Jira issue summary 6402,PROJ-4798,4798,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_178,2469,Reporter_163,3701,Creator_160,4403,2023-11-04,2025-06-24,2024-11-29,2024-03-04,FNC,Lima04
Test Jira issue summary 9170,PROJ-4799,4799,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_149,2987,Reporter_299,3704,Creator_7,4517,2023-05-20,2023-10-06,2024-03-26,2023-12-18,FNA,Papa01
Test Jira issue summary 6198,PROJ-4800,4800,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_38,2872,Reporter_21,3537,Creator_295,4896,2024-08-29,2023-08-26,2023-05-15,2024-10-21,FNA,Papa03
Test Jira issue summary 5451,PROJ-4801,4801,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_118,2781,Reporter_10,3621,Creator_272,4985,2024-03-29,2023-02-28,2025-01-22,2024-08-30,FNC,Oscar01
Test Jira issue summary 8976,PROJ-4802,4802,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_97,2462,Reporter_45,3350,Creator_203,4390,2024-02-23,2023-10-19,2024-11-03,2023-12-01,FNA,Juliet01
Test Jira issue summary 8433,PROJ-4803,4803,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_17,2439,Reporter_93,3444,Creator_78,4351,2024-05-16,2024-04-03,2024-11-03,2023-10-27,FNA,Whiskey03
Test Jira issue summary 5875,PROJ-4804,4804,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_279,2996,Reporter_3,3982,Creator_151,4310,2025-03-08,2024-05-10,2023-02-24,2023-11-01,FNA,Alpha04
Test Jira issue summary 1554,PROJ-4805,4805,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_154,2663,Reporter_43,3991,Creator_187,4480,2024-08-02,2023-04-22,2024-09-09,2025-07-03,FNB,Quebec04
Test Jira issue summary 1013,PROJ-4806,4806,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_94,2737,Reporter_180,3128,Creator_28,4969,2025-02-06,2023-08-15,2024-03-03,2024-11-26,FNA,Oscar01
Test Jira issue summary 8379,PROJ-4807,4807,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_175,2247,Reporter_297,3081,Creator_179,4123,2023-07-28,2023-01-26,2025-05-01,2023-10-22,FNB,Papa02
Test Jira issue summary 1882,PROJ-4808,4808,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_29,2816,Reporter_107,3208,Creator_210,4876,2024-07-03,2024-07-24,2025-03-12,2024-06-29,FNA,Delta04
Test Jira issue summary 6800,PROJ-4809,4809,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_34,2170,Reporter_205,3045,Creator_196,4872,2024-03-12,2024-11-10,2023-08-22,2023-10-20,FNA,Juliet03
Test Jira issue summary 4587,PROJ-4810,4810,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_10,2748,Reporter_265,3491,Creator_255,4526,2024-09-10,2025-08-01,2023-07-21,2025-04-02,FNB,Papa03
Test Jira issue summary 8623,PROJ-4811,4811,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_276,2747,Reporter_124,3987,Creator_215,4862,2025-03-14,2023-02-18,2024-01-15,2024-02-08,FNB,Uniform02
Test Jira issue summary 8431,PROJ-4812,4812,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_290,2770,Reporter_113,3000,Creator_201,4407,2024-12-25,2025-03-15,2023-09-16,2023-12-04,FNB,Delta04
Test Jira issue summary 6448,PROJ-4813,4813,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_101,2278,Reporter_47,3562,Creator_115,4284,2025-07-27,2023-03-27,2025-02-19,2023-04-29,FNB,Lima03
Test Jira issue summary 2346,PROJ-4814,4814,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_141,2147,Reporter_156,3163,Creator_139,4849,2023-12-25,2023-12-21,2023-10-13,2025-02-14,FNC,Xray03
Test Jira issue summary 76,PROJ-4815,4815,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_87,2620,Reporter_284,3836,Creator_291,4198,2025-01-17,2025-01-30,2024-05-24,2025-05-08,FNB,Whiskey02
Test Jira issue summary 9549,PROJ-4816,4816,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_128,2142,Reporter_236,3836,Creator_139,4801,2023-09-28,2023-12-08,2023-11-22,2023-01-26,FNC,Foxtrot03
Test Jira issue summary 5878,PROJ-4817,4817,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_206,2810,Reporter_139,3895,Creator_199,4461,2023-09-01,2023-04-26,2024-10-28,2025-06-26,FNA,Mike04
Test Jira issue summary 6786,PROJ-4818,4818,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_89,2975,Reporter_285,3833,Creator_17,4467,2023-03-20,2023-04-30,2024-05-28,2025-03-19,FNA,Oscar02
Test Jira issue summary 4923,PROJ-4819,4819,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_82,2070,Reporter_242,3458,Creator_55,4092,2023-05-21,2023-05-27,2023-01-22,2024-08-13,FNC,Quebec02
Test Jira issue summary 8091,PROJ-4820,4820,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_212,2928,Reporter_249,3610,Creator_82,4548,2025-05-17,2023-10-15,2023-02-26,2024-03-15,FNA,Oscar01
Test Jira issue summary 2331,PROJ-4821,4821,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_119,2310,Reporter_204,3797,Creator_26,4937,2024-09-04,2025-05-19,2025-07-18,2023-03-27,FNA,Juliet02
Test Jira issue summary 4687,PROJ-4822,4822,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_136,2637,Reporter_200,3991,Creator_47,4703,2025-07-22,2025-02-03,2023-12-08,2025-01-11,FNC,Sierra03
Test Jira issue summary 1903,PROJ-4823,4823,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_261,2466,Reporter_57,3903,Creator_26,4094,2024-08-25,2023-09-29,2023-03-15,2025-07-02,FNA,Bravo01
Test Jira issue summary 4671,PROJ-4824,4824,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_276,2593,Reporter_74,3257,Creator_209,4402,2023-05-06,2023-04-13,2024-07-18,2024-07-23,FNB,Lima03
Test Jira issue summary 7144,PROJ-4825,4825,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_208,2040,Reporter_119,3099,Creator_120,4918,2024-01-26,2023-01-25,2024-03-15,2023-06-09,FNB,Delta02
Test Jira issue summary 2060,PROJ-4826,4826,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_243,2913,Reporter_59,3870,Creator_222,4070,2023-07-05,2023-12-01,2023-05-24,2023-06-20,FNB,Tango04
Test Jira issue summary 141,PROJ-4827,4827,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_100,2898,Reporter_291,3536,Creator_79,4517,2025-07-11,2024-10-24,2025-07-14,2023-02-09,FNC,Lima04
